countyname,year,total,party,pct,fips
DODGE,1904,9459,MODERN REPUBLICAN,44.90960989533777,NA
DODGE,1904,9459,PEOPLE'S,0.04228776826302992,NA
DODGE,1904,9459,PROHIBITION,1.4060682947457448,NA
DODGE,1904,9459,SOCIALIST LABOR,0.01057194206575748,NA
DODGE,1904,9459,SOCIAL DEMOCRAT,0.7188920604715086,NA
DODGE,1908,10123,DEMOCRAT,58.1151832460733,NA
DODGE,1908,10123,MODERN REPUBLICAN,39.6621554875037,NA
DODGE,1908,10123,PROHIBITION,1.600316111824558,NA
DODGE,1908,10123,SOCIAL DEMOCRAT,0.6223451545984392,NA
DODGE,1912,8747,DEMOCRAT,59.9748485194924,NA
DODGE,1912,8747,MODERN REPUBLICAN,29.25574482679776,NA
DODGE,1912,8747,PROHIBITION,1.3604664456385047,NA
DODGE,1912,8747,SOCIAL DEMOCRAT,1.3490339544986854,NA
DODGE,1912,8747,PROGRESSIVE INDEPENDENT,8.059906253572652,NA
DODGE,1916,9646,DEMOCRAT,46.848434584283645,NA
DODGE,1916,9646,MODERN REPUBLICAN,50.663487455940285,NA
DODGE,1916,9646,PROHIBITION,1.3269749118805723,NA
DODGE,1916,9646,SOCIALIST,1.1611030478955007,NA
DODGE,1920,14654,DEMOCRAT,15.62030844820527,NA
DODGE,1920,14654,MODERN REPUBLICAN,77.48055138528728,NA
DODGE,1920,14654,PROHIBITION,0.9963149993175925,NA
DODGE,1920,14654,SOCIALIST,5.902825167189846,NA
DODGE,1924,16976,DEMOCRAT,11.922714420358153,NA
DODGE,1924,16976,MODERN REPUBLICAN,30.437087653157395,NA
DODGE,1924,16976,PROHIBITION,0.33576814326107446,NA
DODGE,1924,16976,PROGRESSIVE,56.60933081998115,NA
DODGE,1924,16976,SOCIALIST LABOR,0.058906691800188496,NA
DODGE,1924,16976,WORKERS PARTY OF AMERICA,0.6126295947219604,NA
DODGE,1924,16976,COMMONWEALTH LAND PARTY,0.0235626767200754,NA
DOOR,1892,2743,DEMOCRAT,36.71162960262486,NA
DOOR,1892,2743,MODERN REPUBLICAN,58.18446955887714,NA
DOOR,1892,2743,PEOPLE'S,2.6248632883703973,NA
DOOR,1892,2743,PROHIBITION,2.4790375501275976,NA
DOOR,1896,3369,DEMOCRAT,26.565746512318196,NA
DOOR,1896,3369,MODERN REPUBLICAN,71.29712080736124,NA
DOOR,1896,3369,PROHIBITION,1.4544375185514988,NA
DOOR,1896,3369,SOCIALIST LABOR,0.029682398337785694,NA
DOOR,1896,3369,NATIONAL PARTY,0.029682398337785694,NA
DOOR,1896,3369,NATIONAL DEMOCRAT,0.6233303650934996,NA
DOOR,1900,3096,DEMOCRAT,21.77002583979328,NA
DOOR,1900,3096,MODERN REPUBLICAN,76.29198966408268,NA
DOOR,1900,3096,PROHIBITION,1.8410852713178296,NA
DOOR,1900,3096,SOCIALIST LABOR,0.03229974160206719,NA
DOOR,1900,3096,SOCIAL DEMOCRAT,0.06459948320413438,NA
DOOR,1904,3340,DEMOCRAT,15.419161676646706,NA
DOOR,1904,3340,MODERN REPUBLICAN,80.50898203592814,NA
DOOR,1904,3340,PEOPLE'S,0.08982035928143713,NA
DOOR,1904,3340,PROHIBITION,2.9940119760479043,NA
DOOR,1904,3340,SOCIAL DEMOCRAT,0.9880239520958085,NA
DOOR,1908,3334,DEMOCRAT,23.335332933413316,NA
DOOR,1908,3334,MODERN REPUBLICAN,73.875224955009,NA
DOOR,1908,3334,PROHIBITION,1.5896820635872826,NA
DOOR,1908,3334,SOCIALIST LABOR,0.029994001199760045,NA
DOOR,1908,3334,SOCIAL DEMOCRAT,1.1097780443911218,NA
DOOR,1908,3334,SCATTERING,0.05998800239952009,NA
DOOR,1912,2836,DEMOCRAT,27.11565585331453,NA
DOOR,1912,2836,MODERN REPUBLICAN,41.14950634696756,NA
DOOR,1912,2836,INDEPENDENT,0.10578279266572638,NA
DOOR,1912,2836,PROHIBITION,4.760225669957687,NA
DOOR,1912,2836,SOCIAL DEMOCRAT,2.538787023977433,NA
DOOR,1912,2836,PROGRESSIVE INDEPENDENT,24.33004231311707,NA
DOOR,1916,2944,DEMOCRAT,40.89673913043478,NA
DOOR,1916,2944,MODERN REPUBLICAN,56.25,NA
DOOR,1916,2944,PROHIBITION,1.528532608695652,NA
DOOR,1916,2944,SOCIALIST,1.3247282608695652,NA
DOOR,1920,4318,DEMOCRAT,8.846688281611858,NA
DOOR,1920,4318,MODERN REPUBLICAN,88.39740620657712,NA
DOOR,1920,4318,PROHIBITION,0.9958314034275128,NA
DOOR,1920,4318,SOCIALIST,1.760074108383511,NA
DOOR,1924,4909,DEMOCRAT,4.827867182725606,NA
DOOR,1924,4909,MODERN REPUBLICAN,38.52108372377266,NA
DOOR,1924,4909,PROHIBITION,0.5500101853738032,NA
DOOR,1924,4909,PROGRESSIVE,55.30657975147688,NA
DOOR,1924,4909,SOCIALIST LABOR,0.12222448563862294,NA
DOOR,1924,4909,WORKERS PARTY OF AMERICA,0.5907516805866775,NA
DOOR,1924,4909,COMMONWEALTH LAND PARTY,0.08148299042574862,NA
DOUGLAS,1892,5857,DEMOCRAT,39.95219395595014,NA
DOUGLAS,1892,5857,MODERN REPUBLICAN,50.65733310568551,NA
DOUGLAS,1892,5857,PEOPLE'S,5.8733139832678845,NA
DOUGLAS,1892,5857,PROHIBITION,3.5171589550964657,NA
DOUGLAS,1896,6955,DEMOCRAT,36.33357296908699,NA
DOUGLAS,1896,6955,MODERN REPUBLICAN,61.45219266714593,NA
DOUGLAS,1896,6955,PROHIBITION,1.3803019410496047,NA
DOUGLAS,1896,6955,SOCIALIST LABOR,0.11502516175413371,NA
DOUGLAS,1896,6955,NATIONAL PARTY,0.02875629043853343,NA
DOUGLAS,1896,6955,NATIONAL DEMOCRAT,0.6901509705248023,NA
DOUGLAS,1900,6970,DEMOCRAT,31.37733142037303,NA
DOUGLAS,1900,6970,MODERN REPUBLICAN,63.84505021520803,NA
DOUGLAS,1900,6970,PROHIBITION,2.5538020086083213,NA
DOUGLAS,1900,6970,SOCIALIST LABOR,0.31563845050215206,NA
DOUGLAS,1900,6970,SOCIAL DEMOCRAT,1.9081779053084649,NA
DOUGLAS,1904,6257,DEMOCRAT,15.566565446699695,NA
DOUGLAS,1904,6257,MODERN REPUBLICAN,72.94230461882691,NA
DOUGLAS,1904,6257,PEOPLE'S,0.1758031005274093,NA
DOUGLAS,1904,6257,PROHIBITION,2.077673006233019,NA
DOUGLAS,1904,6257,SOCIALIST LABOR,0.46348090139044273,NA
DOUGLAS,1904,6257,SOCIAL DEMOCRAT,8.774172926322517,NA
DOUGLAS,1908,6280,DEMOCRAT,27.30891719745223,NA
DOUGLAS,1908,6280,MODERN REPUBLICAN,55.87579617834395,NA
DOUGLAS,1908,6280,PROHIBITION,4.092356687898089,NA
DOUGLAS,1908,6280,SOCIALIST LABOR,2.32484076433121,NA
DOUGLAS,1908,6280,SOCIAL DEMOCRAT,10.398089171974522,NA
DOUGLAS,1912,5134,DEMOCRAT,23.00350603817686,NA
DOUGLAS,1912,5134,MODERN REPUBLICAN,14.218932606155043,NA
DOUGLAS,1912,5134,INDEPENDENT,1.3439813011297235,NA
DOUGLAS,1912,5134,PROHIBITION,2.278924814959096,NA
DOUGLAS,1912,5134,SOCIAL DEMOCRAT,14.647448383326841,NA
DOUGLAS,1912,5134,PROGRESSIVE INDEPENDENT,44.50720685625244,NA
DOUGLAS,1916,6902,DEMOCRAT,42.59634888438134,NA
DOUGLAS,1916,6902,MODERN REPUBLICAN,43.56708200521588,NA
DOUGLAS,1916,6902,PROHIBITION,2.231237322515213,NA
DOUGLAS,1916,6902,SOCIALIST,11.605331787887568,NA
DOUGLAS,1920,10740,DEMOCRAT,19.692737430167597,NA
DOUGLAS,1920,10740,MODERN REPUBLICAN,67.50465549348232,NA
DOUGLAS,1920,10740,PROHIBITION,0.9683426443202979,NA
DOUGLAS,1920,10740,SOCIALIST,11.834264432029794,NA
DOUGLAS,1924,15040,DEMOCRAT,4.268617021276596,NA
DOUGLAS,1924,15040,MODERN REPUBLICAN,39.142287234042556,NA
DOUGLAS,1924,15040,PROHIBITION,0.3523936170212766,NA
DOUGLAS,1924,15040,PROGRESSIVE,54.88696808510638,NA
DOUGLAS,1924,15040,SOCIALIST LABOR,0.07313829787234043,NA
DOUGLAS,1924,15040,WORKERS PARTY OF AMERICA,1.2367021276595744,NA
DOUGLAS,1924,15040,COMMONWEALTH LAND PARTY,0.03989361702127659,NA
DUNN,1892,4259,DEMOCRAT,29.513970415590514,NA
DUNN,1892,4259,MODERN REPUBLICAN,50.927447757689606,NA
DUNN,1892,4259,PEOPLE'S,14.369570321671754,NA
DUNN,1892,4259,PROHIBITION,5.189011505048134,NA
DUNN,1896,4960,DEMOCRAT,28.588709677419356,NA
DUNN,1896,4960,MODERN REPUBLICAN,67.94354838709677,NA
DUNN,1896,4960,PROHIBITION,2.6411290322580645,NA
DUNN,1896,4960,SOCIALIST LABOR,0.10080645161290322,NA
DUNN,1896,4960,NATIONAL PARTY,0.06048387096774194,NA
DUNN,1896,4960,NATIONAL DEMOCRAT,0.6653225806451613,NA
DUNN,1900,4303,DEMOCRAT,25.795956309551478,NA
DUNN,1900,4303,MODERN REPUBLICAN,70.78782244945387,NA
DUNN,1900,4303,PROHIBITION,3.3465024401580292,NA
DUNN,1900,4303,SOCIAL DEMOCRAT,0.06971880083662561,NA
DUNN,1904,4065,DEMOCRAT,13.431734317343174,NA
DUNN,1904,4065,MODERN REPUBLICAN,81.25461254612546,NA
DUNN,1904,4065,PEOPLE'S,0.17220172201722017,NA
DUNN,1904,4065,PROHIBITION,3.025830258302583,NA
DUNN,1904,4065,SOCIALIST LABOR,0.04920049200492004,NA
DUNN,1904,4065,SOCIAL DEMOCRAT,2.066420664206642,NA
DUNN,1908,4432,DEMOCRAT,20.622743682310468,NA
DUNN,1908,4432,MODERN REPUBLICAN,74.39079422382672,NA
DUNN,1908,4432,PROHIBITION,2.3014440433213,NA
DUNN,1908,4432,SOCIAL DEMOCRAT,2.685018050541516,NA
DUNN,1912,3746,DEMOCRAT,22.23705285638014,NA
DUNN,1912,3746,MODERN REPUBLICAN,37.45328350240256,NA
DUNN,1912,3746,INDEPENDENT,0.18686599038974908,NA
DUNN,1912,3746,PROHIBITION,2.5093432995194873,NA
DUNN,1912,3746,SOCIAL DEMOCRAT,6.2733582487987185,NA
DUNN,1912,3746,PROGRESSIVE INDEPENDENT,31.340096102509342,NA
DUNN,1916,4257,DEMOCRAT,33.99107352595725,NA
DUNN,1916,4257,MODERN REPUBLICAN,60.04228329809725,NA
DUNN,1916,4257,PROHIBITION,1.9497298567066008,NA
DUNN,1916,4257,SOCIALIST,4.0169133192389,NA
DUNN,1920,6374,DEMOCRAT,7.765924066520238,NA
DUNN,1920,6374,MODERN REPUBLICAN,87.7941637903985,NA
DUNN,1920,6374,PROHIBITION,1.7728271101349231,NA
DUNN,1920,6374,SOCIALIST,2.6670850329463445,NA
DUNN,1924,7912,DEMOCRAT,3.58948432760364,NA
DUNN,1924,7912,MODERN REPUBLICAN,40.154196157735086,NA
DUNN,1924,7912,PROHIBITION,0.3538928210313448,NA
DUNN,1924,7912,PROGRESSIVE,55.422143579373106,NA
DUNN,1924,7912,SOCIALIST LABOR,0.01263902932254803,NA
DUNN,1924,7912,WORKERS PARTY OF AMERICA,0.36653185035389285,NA
DUNN,1924,7912,COMMONWEALTH LAND PARTY,0.10111223458038424,NA
EAU CLAIRE,1892,5688,DEMOCRAT,41.89521800281294,NA
EAU CLAIRE,1892,5688,MODERN REPUBLICAN,47.80239099859353,NA
EAU CLAIRE,1892,5688,PEOPLE'S,3.2700421940928273,NA
EAU CLAIRE,1892,5688,PROHIBITION,7.032348804500703,NA
EAU CLAIRE,1896,7130,DEMOCRAT,33.15568022440393,NA
EAU CLAIRE,1896,7130,MODERN REPUBLICAN,63.42215988779804,NA
EAU CLAIRE,1896,7130,PROHIBITION,2.608695652173913,NA
EAU CLAIRE,1896,7130,NATIONAL PARTY,0.08415147265077139,NA
EAU CLAIRE,1896,7130,NATIONAL DEMOCRAT,0.729312762973352,NA
EAU CLAIRE,1900,6589,DEMOCRAT,29.852784944604643,NA
EAU CLAIRE,1900,6589,MODERN REPUBLICAN,66.4440734557596,NA
EAU CLAIRE,1900,6589,PROHIBITION,2.747002580057672,NA
EAU CLAIRE,1900,6589,SOCIALIST LABOR,0.030353619669145546,NA
EAU CLAIRE,1900,6589,SOCIAL DEMOCRAT,0.9257853999089392,NA
EAU CLAIRE,1904,5943,DEMOCRAT,20.59565875820293,NA
EAU CLAIRE,1904,5943,MODERN REPUBLICAN,73.07757025071513,NA
EAU CLAIRE,1904,5943,PEOPLE'S,0.20191822311963653,NA
EAU CLAIRE,1904,5943,PROHIBITION,2.692242974928487,NA
EAU CLAIRE,1904,5943,SOCIALIST LABOR,0.10095911155981827,NA
EAU CLAIRE,1904,5943,SOCIAL DEMOCRAT,3.331650681474003,NA
EAU CLAIRE,1908,6172,DEMOCRAT,30.119896305897605,NA
EAU CLAIRE,1908,6172,MODERN REPUBLICAN,64.50097213220998,NA
EAU CLAIRE,1908,6172,PROHIBITION,2.819183408943616,NA
EAU CLAIRE,1908,6172,SOCIAL DEMOCRAT,2.559948152948801,NA
EAU CLAIRE,1912,4996,DEMOCRAT,34.56765412329864,NA
EAU CLAIRE,1912,4996,MODERN REPUBLICAN,40.29223378702962,NA
EAU CLAIRE,1912,4996,INDEPENDENT,0.14011208967173738,NA
EAU CLAIRE,1912,4996,PROHIBITION,2.301841473178543,NA
EAU CLAIRE,1912,4996,SOCIAL DEMOCRAT,4.783827061649319,NA
EAU CLAIRE,1912,4996,PROGRESSIVE INDEPENDENT,17.914331465172136,NA
EAU CLAIRE,1916,5513,DEMOCRAT,41.53818247777979,NA
EAU CLAIRE,1916,5513,MODERN REPUBLICAN,53.00199528387448,NA
EAU CLAIRE,1916,5513,PROHIBITION,2.0678396517322692,NA
EAU CLAIRE,1916,5513,SOCIALIST,3.3919825866134587,NA
EAU CLAIRE,1920,9626,DEMOCRAT,12.403906087679202,NA
EAU CLAIRE,1920,9626,MODERN REPUBLICAN,81.61230002077706,NA
EAU CLAIRE,1920,9626,PROHIBITION,2.337419488884272,NA
EAU CLAIRE,1920,9626,SOCIALIST,3.646374402659464,NA
EAU CLAIRE,1924,11091,DEMOCRAT,5.734379226399784,NA
EAU CLAIRE,1924,11091,MODERN REPUBLICAN,46.4250293030385,NA
EAU CLAIRE,1924,11091,PROHIBITION,0.3426201424578487,NA
EAU CLAIRE,1924,11091,PROGRESSIVE,47.08322062933911,NA
EAU CLAIRE,1924,11091,SOCIALIST LABOR,0.0450815976918222,NA
EAU CLAIRE,1924,11091,WORKERS PARTY OF AMERICA,0.3245875033811198,NA
EAU CLAIRE,1924,11091,COMMONWEALTH LAND PARTY,0.0450815976918222,NA
FLORENCE,1892,661,DEMOCRAT,29.500756429652043,NA
FLORENCE,1892,661,MODERN REPUBLICAN,67.92738275340393,NA
FLORENCE,1892,661,PEOPLE'S,0.7564296520423601,NA
FLORENCE,1892,661,PROHIBITION,1.8154311649016641,NA
FLORENCE,1896,625,DEMOCRAT,20.64,NA
FLORENCE,1896,625,MODERN REPUBLICAN,78.08,NA
FLORENCE,1896,625,PROHIBITION,0.96,NA
FLORENCE,1896,625,NATIONAL DEMOCRAT,0.32,NA
FLORENCE,1900,646,DEMOCRAT,17.027863777089784,NA
FLORENCE,1900,646,MODERN REPUBLICAN,79.56656346749226,NA
FLORENCE,1900,646,PROHIBITION,2.631578947368421,NA
FLORENCE,1900,646,SOCIALIST LABOR,0.30959752321981426,NA
FLORENCE,1900,646,SOCIAL DEMOCRAT,0.46439628482972134,NA
FLORENCE,1904,658,DEMOCRAT,12.613981762917934,NA
FLORENCE,1904,658,MODERN REPUBLICAN,85.41033434650456,NA
FLORENCE,1904,658,PROHIBITION,1.21580547112462,NA
FLORENCE,1904,658,SOCIAL DEMOCRAT,0.7598784194528876,NA
FLORENCE,1908,667,DEMOCRAT,15.292353823088456,NA
FLORENCE,1908,667,MODERN REPUBLICAN,81.10944527736132,NA
FLORENCE,1908,667,PROHIBITION,2.848575712143928,NA
FLORENCE,1908,667,SOCIAL DEMOCRAT,0.7496251874062968,NA
FLORENCE,1912,600,DEMOCRAT,21.833333333333332,NA
FLORENCE,1912,600,MODERN REPUBLICAN,43.666666666666664,NA
FLORENCE,1912,600,INDEPENDENT,0.16666666666666669,NA
FLORENCE,1912,600,PROHIBITION,1.5,NA
FLORENCE,1912,600,SOCIAL DEMOCRAT,2.5,NA
FLORENCE,1912,600,PROGRESSIVE INDEPENDENT,30.333333333333336,NA
FLORENCE,1916,594,DEMOCRAT,27.27272727272727,NA
FLORENCE,1916,594,MODERN REPUBLICAN,69.36026936026936,NA
FLORENCE,1916,594,PROHIBITION,1.8518518518518516,NA
FLORENCE,1916,594,SOCIALIST,1.5151515151515151,NA
FLORENCE,1920,1048,DEMOCRAT,9.16030534351145,NA
FLORENCE,1920,1048,MODERN REPUBLICAN,87.02290076335878,NA
FLORENCE,1920,1048,PROHIBITION,0.9541984732824428,NA
FLORENCE,1920,1048,SOCIALIST,2.8625954198473282,NA
FLORENCE,1924,1184,DEMOCRAT,4.222972972972973,NA
FLORENCE,1924,1184,MODERN REPUBLICAN,50.16891891891891,NA
FLORENCE,1924,1184,PROHIBITION,0.2533783783783784,NA
FLORENCE,1924,1184,PROGRESSIVE,44.1722972972973,NA
FLORENCE,1924,1184,SOCIALIST LABOR,0.08445945945945946,NA
FLORENCE,1924,1184,WORKERS PARTY OF AMERICA,0.9290540540540541,NA
FLORENCE,1924,1184,COMMONWEALTH LAND PARTY,0.16891891891891891,NA
FOND DU LAC,1892,9722,DEMOCRAT,54.04237811149969,NA
FOND DU LAC,1892,9722,MODERN REPUBLICAN,42.47068504422958,NA
FOND DU LAC,1892,9722,PEOPLE'S,1.0388808887060275,NA
FOND DU LAC,1892,9722,PROHIBITION,2.4480559555646986,NA
FOND DU LAC,1896,11401,DEMOCRAT,43.268134374177706,NA
FOND DU LAC,1896,11401,MODERN REPUBLICAN,54.15314446101219,NA
FOND DU LAC,1896,11401,PROHIBITION,1.377072186650294,NA
FOND DU LAC,1896,11401,SOCIALIST LABOR,0.04385580212262082,NA
FOND DU LAC,1896,11401,NATIONAL PARTY,0.03508464169809666,NA
FOND DU LAC,1896,11401,NATIONAL DEMOCRAT,1.122708534339093,NA
FOND DU LAC,1900,11628,DEMOCRAT,44.203646370829034,NA
FOND DU LAC,1900,11628,MODERN REPUBLICAN,53.818369453044376,NA
FOND DU LAC,1900,11628,PROHIBITION,1.805985552115583,NA
FOND DU LAC,1900,11628,SOCIALIST LABOR,0.008599931200550396,NA
FOND DU LAC,1900,11628,SOCIAL DEMOCRAT,0.16339869281045752,NA
FOND DU LAC,1904,11794,DEMOCRAT,37.45124639647278,NA
FOND DU LAC,1904,11794,MODERN REPUBLICAN,59.58114295404443,NA
FOND DU LAC,1904,11794,PEOPLE'S,0.18653552653891808,NA
FOND DU LAC,1904,11794,PROHIBITION,1.5092419874512464,NA
FOND DU LAC,1904,11794,SOCIALIST LABOR,0.008478887569950824,NA
FOND DU LAC,1904,11794,SOCIAL DEMOCRAT,1.2633542479226725,NA
FOND DU LAC,1908,11545,DEMOCRAT,44.98917280207882,NA
FOND DU LAC,1908,11545,MODERN REPUBLICAN,50.86184495452577,NA
FOND DU LAC,1908,11545,PROHIBITION,2.1134690342139453,NA
FOND DU LAC,1908,11545,SOCIALIST LABOR,0.043308791684711995,NA
FOND DU LAC,1908,11545,SOCIAL DEMOCRAT,1.992204417496752,NA
FOND DU LAC,1912,9616,DEMOCRAT,50.31198003327787,NA
FOND DU LAC,1912,9616,MODERN REPUBLICAN,31.34359400998336,NA
FOND DU LAC,1912,9616,INDEPENDENT,0.051996672212978365,NA
FOND DU LAC,1912,9616,PROHIBITION,1.8094841930116474,NA
FOND DU LAC,1912,9616,SOCIAL DEMOCRAT,3.6293677204658903,NA
FOND DU LAC,1912,9616,PROGRESSIVE INDEPENDENT,12.853577371048253,NA
FOND DU LAC,1916,11084,DEMOCRAT,45.2995308552869,NA
FOND DU LAC,1916,11084,MODERN REPUBLICAN,52.156261277517146,NA
FOND DU LAC,1916,11084,PROHIBITION,1.38939011187297,NA
FOND DU LAC,1916,11084,SOCIALIST,1.154817755322988,NA
FOND DU LAC,1920,16820,DEMOCRAT,20.27348394768133,NA
FOND DU LAC,1920,16820,MODERN REPUBLICAN,74.57193816884661,NA
FOND DU LAC,1920,16820,PROHIBITION,1.022592152199762,NA
FOND DU LAC,1920,16820,SOCIALIST,4.1319857312722945,NA
FOND DU LAC,1924,20475,DEMOCRAT,10.910866910866911,NA
FOND DU LAC,1924,20475,MODERN REPUBLICAN,41.592185592185594,NA
FOND DU LAC,1924,20475,PROHIBITION,0.2979242979242979,NA
FOND DU LAC,1924,20475,PROGRESSIVE,46.76923076923077,NA
FOND DU LAC,1924,20475,SOCIALIST LABOR,0.06349206349206349,NA
FOND DU LAC,1924,20475,WORKERS PARTY OF AMERICA,0.32722832722832723,NA
FOND DU LAC,1924,20475,COMMONWEALTH LAND PARTY,0.03907203907203907,NA
FOREST,1892,471,DEMOCRAT,48.40764331210191,NA
FOREST,1892,471,MODERN REPUBLICAN,47.346072186836516,NA
FOREST,1892,471,PEOPLE'S,1.2738853503184715,NA
FOREST,1892,471,PROHIBITION,2.9723991507431,NA
FOREST,1896,597,DEMOCRAT,28.8107202680067,NA
FOREST,1896,597,MODERN REPUBLICAN,68.00670016750419,NA
FOREST,1896,597,PROHIBITION,2.512562814070352,NA
FOREST,1896,597,NATIONAL PARTY,0.33500837520938026,NA
FOREST,1896,597,NATIONAL DEMOCRAT,0.33500837520938026,NA
FOREST,1900,492,DEMOCRAT,19.308943089430894,NA
FOREST,1900,492,MODERN REPUBLICAN,76.82926829268293,NA
FOREST,1900,492,PROHIBITION,3.6585365853658534,NA
FOREST,1900,492,SOCIAL DEMOCRAT,0.20325203252032523,NA
FOREST,1904,1201,DEMOCRAT,13.322231473771856,NA
FOREST,1904,1201,MODERN REPUBLICAN,82.51457119067443,NA
FOREST,1904,1201,PEOPLE'S,0.16652789342214822,NA
FOREST,1904,1201,PROHIBITION,1.9150707743547042,NA
FOREST,1904,1201,SOCIALIST LABOR,0.08326394671107411,NA
FOREST,1904,1201,SOCIAL DEMOCRAT,1.9983347210657785,NA
FOREST,1908,1427,DEMOCRAT,22.704975473020323,NA
FOREST,1908,1427,MODERN REPUBLICAN,71.68885774351786,NA
FOREST,1908,1427,PROHIBITION,2.172389628591451,NA
FOREST,1908,1427,SOCIALIST LABOR,0.21023125437981782,NA
FOREST,1908,1427,SOCIAL DEMOCRAT,3.2235459004905396,NA
FOREST,1912,1350,DEMOCRAT,42,NA
FOREST,1912,1350,MODERN REPUBLICAN,38.370370370370374,NA
FOREST,1912,1350,INDEPENDENT,0.07407407407407407,NA
FOREST,1912,1350,PROHIBITION,1.6296296296296295,NA
FOREST,1912,1350,SOCIAL DEMOCRAT,2.2222222222222223,NA
FOREST,1912,1350,PROGRESSIVE INDEPENDENT,15.703703703703702,NA
FOREST,1916,1414,DEMOCRAT,45.04950495049505,NA
FOREST,1916,1414,MODERN REPUBLICAN,52.192362093352195,NA
FOREST,1916,1414,PROHIBITION,1.5558698727015559,NA
FOREST,1916,1414,SOCIALIST,1.2022630834512023,NA
FOREST,1920,1902,DEMOCRAT,19.926393270241853,NA
FOREST,1920,1902,MODERN REPUBLICAN,75.13144058885383,NA
FOREST,1920,1902,PROHIBITION,1.1566771819137749,NA
FOREST,1920,1902,SOCIALIST,3.7854889589905363,NA
FOREST,1924,2714,DEMOCRAT,11.238025055268976,NA
FOREST,1924,2714,MODERN REPUBLICAN,40.67796610169492,NA
FOREST,1924,2714,PROHIBITION,0.7737656595431098,NA
FOREST,1924,2714,PROGRESSIVE,46.38909358879882,NA
FOREST,1924,2714,SOCIALIST LABOR,0.036845983787767135,NA
FOREST,1924,2714,WORKERS PARTY OF AMERICA,0.7000736919675755,NA
FOREST,1924,2714,COMMONWEALTH LAND PARTY,0.18422991893883567,NA
GATES,1904,1736,DEMOCRAT,14.228110599078342,NA
GATES,1904,1736,MODERN REPUBLICAN,81.50921658986175,NA
GATES,1904,1736,PEOPLE'S,0.0576036866359447,NA
GATES,1904,1736,PROHIBITION,2.82258064516129,NA
GATES,1904,1736,SOCIALIST LABOR,0.0576036866359447,NA
GATES,1904,1736,SOCIAL DEMOCRAT,1.3248847926267282,NA
GRANT,1892,8396,DEMOCRAT,43.889947594092426,NA
GRANT,1892,8396,MODERN REPUBLICAN,50.22629823725584,NA
GRANT,1892,8396,PEOPLE'S,0.9051929490233445,NA
GRANT,1892,8396,PROHIBITION,4.978561219628395,NA
GRANT,1896,9260,DEMOCRAT,39.77321814254859,NA
GRANT,1896,9260,MODERN REPUBLICAN,57.39740820734342,NA
GRANT,1896,9260,PROHIBITION,2.0302375809935205,NA
GRANT,1896,9260,SOCIALIST LABOR,0.032397408207343416,NA
GRANT,1896,9260,NATIONAL PARTY,0.04319654427645788,NA
GRANT,1896,9260,NATIONAL DEMOCRAT,0.7235421166306696,NA
GRANT,1900,9172,DEMOCRAT,35.47754034016572,NA
GRANT,1900,9172,MODERN REPUBLICAN,61.15351068469255,NA
GRANT,1900,9172,PROHIBITION,3.0963802878325337,NA
GRANT,1900,9172,SOCIALIST LABOR,0.03270824247710423,NA
GRANT,1900,9172,SOCIAL DEMOCRAT,0.2398604448320977,NA
GRANT,1904,8995,DEMOCRAT,32.08449138410228,NA
GRANT,1904,8995,MODERN REPUBLICAN,64.52473596442468,NA
GRANT,1904,8995,PEOPLE'S,0.08893829905503058,NA
GRANT,1904,8995,PROHIBITION,2.434685936631462,NA
GRANT,1904,8995,SOCIALIST LABOR,0.011117287381878822,NA
GRANT,1904,8995,SOCIAL DEMOCRAT,0.8560311284046693,NA
GRANT,1908,9056,DEMOCRAT,40.812720848056536,NA
GRANT,1908,9056,MODERN REPUBLICAN,55.090547703180214,NA
GRANT,1908,9056,PROHIBITION,3.180212014134275,NA
GRANT,1908,9056,SOCIAL DEMOCRAT,0.9165194346289752,NA
GRANT,1912,7886,DEMOCRAT,45.84073040831854,NA
GRANT,1912,7886,MODERN REPUBLICAN,41.63073801673852,NA
GRANT,1912,7886,INDEPENDENT,0.012680699974638599,NA
GRANT,1912,7886,PROHIBITION,2.8024346943951306,NA
GRANT,1912,7886,SOCIAL DEMOCRAT,1.2553892974892213,NA
GRANT,1912,7886,PROGRESSIVE INDEPENDENT,8.458026883083946,NA
GRANT,1916,8382,DEMOCRAT,41.26700071581961,NA
GRANT,1916,8382,MODERN REPUBLICAN,56.287282271534245,NA
GRANT,1916,8382,PROHIBITION,1.586733476497256,NA
GRANT,1916,8382,SOCIALIST,0.8589835361488906,NA
GRANT,1920,11899,DEMOCRAT,16.46356836708967,NA
GRANT,1920,11899,MODERN REPUBLICAN,80.99840322716194,NA
GRANT,1920,11899,PROHIBITION,1.5379443650726952,NA
GRANT,1920,11899,SOCIALIST,1.000084040675687,NA
GRANT,1924,14172,DEMOCRAT,10.760654812305956,NA
GRANT,1924,14172,MODERN REPUBLICAN,40.318938752469656,NA
GRANT,1924,14172,PROHIBITION,0.3880891899520181,NA
GRANT,1924,14172,PROGRESSIVE,48.158340389500424,NA
GRANT,1924,14172,SOCIALIST LABOR,0.021168501270110076,NA
GRANT,1924,14172,WORKERS PARTY OF AMERICA,0.3245836861416878,NA
GRANT,1924,14172,COMMONWEALTH LAND PARTY,0.028224668360146768,NA
GREEN,1892,5058,DEMOCRAT,40.569395017793596,NA
GREEN,1892,5058,MODERN REPUBLICAN,46.04586793198892,NA
